# Samples, Amplitude
4.110100000000000000e+04,7.570623016357421875e+01
4.110200000000000000e+04,4.371987152099609375e+01
4.110300000000000000e+04,4.573350524902343750e+01
4.110400000000000000e+04,5.474714660644531250e+01
4.110500000000000000e+04,1.167607803344726562e+02
4.110600000000000000e+04,1.767744140625000000e+02
4.110700000000000000e+04,1.357880554199218750e+02
4.110800000000000000e+04,6.780170440673828125e+01
4.110900000000000000e+04,9.181534576416015625e+01
4.111000000000000000e+04,1.368289794921875000e+02
4.111100000000000000e+04,8.984262084960937500e+01
4.111200000000000000e+04,1.048562545776367188e+02
4.111300000000000000e+04,1.118698959350585938e+02
4.111400000000000000e+04,4.688353729248046875e+01
4.111500000000000000e+04,1.028971786499023438e+02
4.111600000000000000e+04,9.691082000732421875e+01
4.111700000000000000e+04,3.892445373535156250e+01
4.111800000000000000e+04,4.893809509277343750e+01
4.111900000000000000e+04,2.995173263549804688e+01
4.112000000000000000e+04,9.296537017822265625e+01
4.112100000000000000e+04,7.897901153564453125e+01
4.112200000000000000e+04,2.300734901428222656e+01
4.112300000000000000e+04,1.700629043579101562e+01
4.112400000000000000e+04,8.701992797851562500e+01
4.112500000000000000e+04,8.703356933593750000e+01
4.112600000000000000e+04,5.004721069335937500e+01
4.112700000000000000e+04,6.406084442138671875e+01
4.112800000000000000e+04,9.707448577880859375e+01
4.112900000000000000e+04,7.808812713623046875e+01
4.113000000000000000e+04,9.110176086425781250e+01
4.113100000000000000e+04,1.141154098510742188e+02
4.113200000000000000e+04,7.512904357910156250e+01
4.113300000000000000e+04,5.614267730712890625e+01
4.113400000000000000e+04,8.815631866455078125e+01
4.113500000000000000e+04,9.216996002197265625e+01
4.113600000000000000e+04,7.118360137939453125e+01
4.113700000000000000e+04,2.802762985229492188e+00
4.113800000000000000e+04,4.178912353515625000e+01
4.113900000000000000e+04,4.922451782226562500e+01
4.114000000000000000e+04,7.523815155029296875e+01
4.114100000000000000e+04,2.025179290771484375e+01
4.114200000000000000e+04,3.026543426513671875e+01
4.114300000000000000e+04,5.027907562255859375e+01
4.114400000000000000e+04,3.029270935058593750e+01
4.114500000000000000e+04,4.530635070800781250e+01
4.114600000000000000e+04,9.931998443603515625e+01
4.114700000000000000e+04,5.333362579345703125e+01
4.114800000000000000e+04,1.734726715087890625e+01
4.114900000000000000e+04,8.936090850830078125e+01
4.115000000000000000e+04,8.337454223632812500e+01
4.115100000000000000e+04,4.338818359375000000e+01
4.115200000000000000e+04,5.940182495117187500e+01
4.115300000000000000e+04,4.141546630859375000e+01
4.115400000000000000e+04,3.642910003662109375e+01
4.115500000000000000e+04,5.544274139404296875e+01
4.115600000000000000e+04,4.543621063232421875e+00
4.115700000000000000e+04,3.952997970581054688e+01
4.115800000000000000e+04,4.836578369140625000e-01
4.115900000000000000e+04,9.497295379638671875e+00
4.116000000000000000e+04,3.551093292236328125e+01
4.116100000000000000e+04,2.152457427978515625e+01
4.116200000000000000e+04,5.382156372070312500e-01
4.116300000000000000e+04,1.455185317993164062e+01
4.116400000000000000e+04,3.434507369995117188e+00
4.116500000000000000e+04,6.257913208007812500e+01
4.116600000000000000e+04,7.159277343750000000e+01
4.116700000000000000e+04,1.960641098022460938e+01
4.116800000000000000e+04,7.362004852294921875e+01
4.116900000000000000e+04,8.063368988037109375e+01
4.117000000000000000e+04,3.164732742309570312e+01
4.117100000000000000e+04,3.566096496582031250e+01
4.117200000000000000e+04,4.167460632324218750e+01
4.117300000000000000e+04,1.168824386596679688e+01
4.117400000000000000e+04,1.570188140869140625e+01
4.117500000000000000e+04,4.971552276611328125e+01
4.117600000000000000e+04,6.072916412353515625e+01
4.117700000000000000e+04,3.674279785156250000e+01
4.117800000000000000e+04,2.824356079101562500e+01
4.117900000000000000e+04,2.522992134094238281e+01
4.118000000000000000e+04,2.178371810913085938e+01
4.118100000000000000e+04,2.520264434814453125e+01
4.118200000000000000e+04,2.318900299072265625e+01
4.118300000000000000e+04,2.382463455200195312e+01
4.118400000000000000e+04,1.883827590942382812e+01
4.118500000000000000e+04,4.685191345214843750e+01
4.118600000000000000e+04,8.655509948730468750e-01
4.118700000000000000e+04,4.112080764770507812e+01
4.118800000000000000e+04,1.189282989501953125e+01
4.118900000000000000e+04,3.190647125244140625e+01
4.119000000000000000e+04,4.692010498046875000e+01
4.119100000000000000e+04,4.993374633789062500e+01
4.119200000000000000e+04,4.894738769531250000e+01
4.119300000000000000e+04,2.396102523803710938e+01
4.119400000000000000e+04,1.402533531188964844e+01
4.119500000000000000e+04,4.988304138183593750e+00
4.119600000000000000e+04,9.998056411743164062e+00
4.119700000000000000e+04,2.798441696166992188e+01
4.119800000000000000e+04,8.970779418945312500e+00
4.119900000000000000e+04,2.042861938476562500e+00
4.120000000000000000e+04,1.294350051879882812e+01
4.120100000000000000e+04,4.492986297607421875e+01
4.120200000000000000e+04,4.291622161865234375e+01
4.120300000000000000e+04,4.390258407592773438e+01
4.120400000000000000e+04,2.688894462585449219e+01
4.120500000000000000e+04,1.087530517578125000e+01
4.120600000000000000e+04,4.138332366943359375e+00
4.120700000000000000e+04,2.415197372436523438e+01
4.120800000000000000e+04,2.165611267089843750e+00
4.120900000000000000e+04,3.179252624511718750e+00
4.121000000000000000e+04,2.807109832763671875e+00
4.121100000000000000e+04,1.379347038269042969e+01
4.121200000000000000e+04,2.277983093261718750e+01
4.121300000000000000e+04,3.076619338989257812e+01
4.121400000000000000e+04,2.474479675292968750e-01
4.121500000000000000e+04,3.261085510253906250e+00
4.121600000000000000e+04,7.725275039672851562e+00
4.121700000000000000e+04,8.711635589599609375e+00
4.121800000000000000e+04,7.697998046875000000e+00
4.121900000000000000e+04,1.768435859680175781e+01
4.122000000000000000e+04,1.167071914672851562e+01
4.122100000000000000e+04,4.657079696655273438e+00
4.122200000000000000e+04,3.164344024658203125e+01
4.122300000000000000e+04,6.629802703857421875e+00
4.122400000000000000e+04,2.161616325378417969e+01
4.122500000000000000e+04,2.660252380371093750e+01
4.122600000000000000e+04,5.741111755371093750e+01
4.122700000000000000e+04,3.142475509643554688e+01
4.122800000000000000e+04,1.243839263916015625e+01
4.122900000000000000e+04,3.445203399658203125e+01
4.123000000000000000e+04,7.534328460693359375e+00
4.123100000000000000e+04,3.520689010620117188e+00
4.123200000000000000e+04,3.449295043945312500e+01
4.123300000000000000e+04,4.850659179687500000e+01
4.123400000000000000e+04,1.552022933959960938e+01
4.123500000000000000e+04,2.846613311767578125e+01
4.123600000000000000e+04,2.045249366760253906e+01
4.123700000000000000e+04,1.756114578247070312e+01
4.123800000000000000e+04,3.425216674804687500e+00
4.123900000000000000e+04,5.341157531738281250e+01
4.124000000000000000e+04,6.020622253417968750e-01
4.124100000000000000e+04,2.961569976806640625e+01
4.124200000000000000e+04,4.737065887451171875e+01
4.124300000000000000e+04,4.835701751708984375e+01
4.124400000000000000e+04,1.334338188171386719e+01
4.124500000000000000e+04,1.632974243164062500e+01
4.124600000000000000e+04,3.968389892578125000e+01
4.124700000000000000e+04,4.569753265380859375e+01
4.124800000000000000e+04,1.371117401123046875e+01
4.124900000000000000e+04,2.672481536865234375e+01
4.125000000000000000e+04,1.726154708862304688e+01
4.125100000000000000e+04,1.575209045410156250e+01
4.125200000000000000e+04,4.376573181152343750e+01
4.125300000000000000e+04,2.422063064575195312e+01
4.125400000000000000e+04,1.679301071166992188e+01
4.125500000000000000e+04,1.933517456054687500e-01
4.125600000000000000e+04,2.817971229553222656e+01
4.125700000000000000e+04,4.883392333984375000e+01
4.125800000000000000e+04,5.847564697265625000e+00
4.125900000000000000e+04,2.913879585266113281e+01
4.126000000000000000e+04,5.512515640258789062e+01
4.126100000000000000e+04,9.011151123046875000e+01
4.126200000000000000e+04,4.109787750244140625e+01
4.126300000000000000e+04,2.708423995971679688e+01
4.126400000000000000e+04,1.092940139770507812e+01
4.126500000000000000e+04,1.005696105957031250e+01
4.126600000000000000e+04,2.956680297851562500e+00
4.126700000000000000e+04,8.597031402587890625e+01
4.126800000000000000e+04,6.983955383300781250e+00
4.126900000000000000e+04,3.400240325927734375e+01
4.127000000000000000e+04,2.798876571655273438e+01
4.127100000000000000e+04,9.751262664794921875e-01
4.127200000000000000e+04,2.603851318359375000e+01
4.127300000000000000e+04,2.094784927368164062e+01
4.127400000000000000e+04,3.934209823608398438e+00
4.127500000000000000e+04,3.792057037353515625e+01
4.127600000000000000e+04,1.990693092346191406e+01
4.127700000000000000e+04,2.310670852661132812e+01
4.127800000000000000e+04,8.687965393066406250e+01
4.127900000000000000e+04,9.386601257324218750e+01
4.128000000000000000e+04,6.285237503051757812e+01
4.128100000000000000e+04,7.183872985839843750e+01
4.128200000000000000e+04,1.682509613037109375e+01
4.128300000000000000e+04,2.581145668029785156e+01
4.128400000000000000e+04,8.279782104492187500e+01
4.128500000000000000e+04,1.037841796875000000e+02
4.128600000000000000e+04,6.377053833007812500e+01
4.128700000000000000e+04,3.375690078735351562e+01
4.128800000000000000e+04,6.674326324462890625e+01
4.128900000000000000e+04,4.072962188720703125e+01
4.129000000000000000e+04,1.171598434448242188e+01
4.129100000000000000e+04,5.570234680175781250e+01
4.129200000000000000e+04,5.368870544433593750e+01
4.129300000000000000e+04,3.467506790161132812e+01
4.129400000000000000e+04,8.266142272949218750e+01
4.129500000000000000e+04,7.164778900146484375e+01
4.129600000000000000e+04,5.963414764404296875e+01
4.129700000000000000e+04,7.262051391601562500e+01
4.129800000000000000e+04,4.060687255859375000e+01
4.129900000000000000e+04,1.355932312011718750e+02
4.130000000000000000e+04,1.285795898437500000e+02
4.130100000000000000e+04,5.659542083740234375e-01
4.130200000000000000e+04,5.555231475830078125e+01
4.130300000000000000e+04,7.653868103027343750e+01
4.130400000000000000e+04,2.452503585815429688e+01
4.130500000000000000e+04,2.751139831542968750e+01
4.130600000000000000e+04,5.497758865356445312e+00
4.130700000000000000e+04,2.051588058471679688e+01
4.130800000000000000e+04,7.470479965209960938e+00
4.130900000000000000e+04,2.745684051513671875e+01
4.131000000000000000e+04,4.443202972412109375e+00
4.131100000000000000e+04,4.295635223388671875e-01
4.131200000000000000e+04,3.415924072265625000e+00
4.131300000000000000e+04,1.140228462219238281e+01
4.131400000000000000e+04,2.038864517211914062e+01
4.131500000000000000e+04,2.237500762939453125e+01
4.131600000000000000e+04,2.736136817932128906e+01
4.131700000000000000e+04,8.652271270751953125e+00
4.131800000000000000e+04,1.133408927917480469e+01
4.131900000000000000e+04,9.432044982910156250e+01
4.132000000000000000e+04,7.830680847167968750e+01
4.132100000000000000e+04,3.829317092895507812e+01
4.132200000000000000e+04,5.627953338623046875e+01
4.132300000000000000e+04,4.426589202880859375e+01
4.132400000000000000e+04,1.025225448608398438e+01
4.132500000000000000e+04,4.761383056640625000e+00
4.132600000000000000e+04,1.022497749328613281e+01
4.132700000000000000e+04,1.121133804321289062e+01
4.132800000000000000e+04,1.180229949951171875e+01
4.132900000000000000e+04,1.418405914306640625e+01
4.133000000000000000e+04,4.017042160034179688e+01
4.133100000000000000e+04,1.715678024291992188e+01
4.133200000000000000e+04,4.856857299804687500e+00
4.133300000000000000e+04,1.687049484252929688e+01
4.133400000000000000e+04,5.884136199951171875e+00
4.133500000000000000e+04,2.210222625732421875e+01
4.133600000000000000e+04,2.008858489990234375e+01
4.133700000000000000e+04,1.192505264282226562e+01
4.133800000000000000e+04,1.293869018554687500e+01
4.133900000000000000e+04,6.304766845703125000e+01
4.134000000000000000e+04,5.803402709960937500e+01
4.134100000000000000e+04,5.097960662841796875e+01
4.134200000000000000e+04,2.699324798583984375e+01
4.134300000000000000e+04,6.993112564086914062e+00
4.134400000000000000e+04,3.302052307128906250e+01
4.134500000000000000e+04,1.296583366394042969e+01
4.134600000000000000e+04,1.495219612121582031e+01
4.134700000000000000e+04,5.306144714355468750e+01
4.134800000000000000e+04,1.607508468627929688e+01
4.134900000000000000e+04,1.308872222900390625e+01
4.135000000000000000e+04,7.910236358642578125e+01
4.135100000000000000e+04,3.711599731445312500e+01
4.135200000000000000e+04,2.129638671875000000e+00
4.135300000000000000e+04,1.856721878051757812e+00
4.135400000000000000e+04,2.884308242797851562e+01
4.135500000000000000e+04,1.117055511474609375e+01
4.135600000000000000e+04,4.518419647216796875e+01
4.135700000000000000e+04,1.519783401489257812e+01
4.135800000000000000e+04,4.178852844238281250e+01
4.135900000000000000e+04,2.277488708496093750e+01
4.136000000000000000e+04,1.023875045776367188e+01
4.136100000000000000e+04,4.574760818481445312e+01
4.136200000000000000e+04,4.073397064208984375e+01
4.136300000000000000e+04,3.272032928466796875e+01
4.136400000000000000e+04,3.470669174194335938e+01
4.136500000000000000e+04,4.730694580078125000e+01
4.136600000000000000e+04,6.232058715820312500e+01
4.136700000000000000e+04,8.334224700927734375e+00
4.136800000000000000e+04,2.134786605834960938e+01
4.136900000000000000e+04,3.615036010742187500e-01
4.137000000000000000e+04,6.062485504150390625e+01
4.137100000000000000e+04,2.611217498779296875e+00
4.137200000000000000e+04,7.402420043945312500e+00
4.137300000000000000e+04,2.058394050598144531e+01
4.137400000000000000e+04,5.442969512939453125e+01
4.137500000000000000e+04,2.344333648681640625e+01
4.137600000000000000e+04,3.054302215576171875e+01
4.137700000000000000e+04,6.529384613037109375e+00
4.137800000000000000e+04,3.251574325561523438e+01
4.137900000000000000e+04,6.550210571289062500e+01
4.138000000000000000e+04,8.448846435546875000e+01
4.138100000000000000e+04,3.147482681274414062e+01
4.138200000000000000e+04,1.538810729980468750e+00
4.138300000000000000e+04,2.544754981994628906e+01
4.138400000000000000e+04,2.456608963012695312e+01
4.138500000000000000e+04,1.579727172851562500e+00
4.138600000000000000e+04,1.159336853027343750e+01
4.138700000000000000e+04,3.960700988769531250e+01
4.138800000000000000e+04,5.237935638427734375e+01
4.138900000000000000e+04,1.365715026855468750e+00
4.139000000000000000e+04,4.864792633056640625e+01
4.139100000000000000e+04,1.133843612670898438e+01
4.139200000000000000e+04,2.967520141601562500e+01
4.139300000000000000e+04,5.268884277343750000e+01
4.139400000000000000e+04,1.129751968383789062e+01
4.139500000000000000e+04,2.838802337646484375e-01
4.139600000000000000e+04,5.972975921630859375e+01
4.139700000000000000e+04,2.374339675903320312e+01
4.139800000000000000e+04,3.924296188354492188e+01
4.139900000000000000e+04,2.922932434082031250e+01
4.140000000000000000e+04,2.121568489074707031e+01
4.140100000000000000e+04,2.620204544067382812e+01
4.140200000000000000e+04,6.188405990600585938e+00
4.140300000000000000e+04,2.817476844787597656e+01
4.140400000000000000e+04,2.416112899780273438e+01
4.140500000000000000e+04,6.085250854492187500e+01
4.140600000000000000e+04,4.686614990234375000e+01
4.140700000000000000e+04,2.120210647583007812e+00
4.140800000000000000e+04,2.289342880249023438e+01
4.140900000000000000e+04,1.909293365478515625e+01
4.141000000000000000e+04,1.592070388793945312e+01
4.141100000000000000e+04,1.039343490600585938e+02
4.141200000000000000e+04,4.294798278808593750e+01
4.141300000000000000e+04,2.596162414550781250e+01
4.141400000000000000e+04,3.697526550292968750e+01
4.141500000000000000e+04,1.301109886169433594e+01
4.141600000000000000e+04,1.200254058837890625e+01
4.141700000000000000e+04,1.801617813110351562e+01
4.141800000000000000e+04,4.097018051147460938e+01
4.141900000000000000e+04,1.995654296875000000e+01
4.142000000000000000e+04,1.705709838867187500e+01
4.142100000000000000e+04,1.592926406860351562e+01
4.142200000000000000e+04,3.591562652587890625e+01
4.142300000000000000e+04,2.090198516845703125e+01
4.142400000000000000e+04,1.688834762573242188e+01
4.142500000000000000e+04,7.874708175659179688e+00
4.142600000000000000e+04,1.413893127441406250e+01
4.142700000000000000e+04,2.115256881713867188e+01
4.142800000000000000e+04,1.716621017456054688e+01
4.142900000000000000e+04,2.517984771728515625e+01
4.143000000000000000e+04,2.119348907470703125e+01
4.143100000000000000e+04,3.520712280273437500e+01
4.143200000000000000e+04,4.122076416015625000e+01
4.143300000000000000e+04,1.876559448242187500e+01
4.143400000000000000e+04,5.751956939697265625e+00
4.143500000000000000e+04,7.026168060302734375e+01
4.143600000000000000e+04,4.327532196044921875e+01
4.143700000000000000e+04,1.571103858947753906e+01
4.143800000000000000e+04,3.069739913940429688e+01
4.143900000000000000e+04,4.268376159667968750e+01
4.144000000000000000e+04,1.532987976074218750e+01
4.144100000000000000e+04,5.534351348876953125e+01
4.144200000000000000e+04,3.464284515380859375e+01
4.144300000000000000e+04,1.370796203613281250e+00
4.144400000000000000e+04,8.938443756103515625e+01
4.144500000000000000e+04,5.039807128906250000e+01
4.144600000000000000e+04,4.341171264648437500e+01
4.144700000000000000e+04,5.042535400390625000e+01
4.144800000000000000e+04,8.843898773193359375e+01
4.144900000000000000e+04,1.064526290893554688e+02
4.145000000000000000e+04,7.046627044677734375e+01
4.145100000000000000e+04,9.947991180419921875e+01
4.145200000000000000e+04,9.449354553222656250e+01
4.145300000000000000e+04,4.950718688964843750e+01
4.145400000000000000e+04,6.652082824707031250e+01
4.145500000000000000e+04,8.353446197509765625e+01
4.145600000000000000e+04,2.254810333251953125e+01
4.145700000000000000e+04,1.156174087524414062e+01
4.145800000000000000e+04,2.757538223266601562e+01
4.145900000000000000e+04,6.410980224609375000e+00
4.146000000000000000e+04,6.960266113281250000e+01
4.146100000000000000e+04,6.761630249023437500e+01
4.146200000000000000e+04,1.237006187438964844e+01
4.146300000000000000e+04,6.064357757568359375e+01
4.146400000000000000e+04,5.365721893310546875e+01
4.146500000000000000e+04,5.067085266113281250e+01
4.146600000000000000e+04,1.006845016479492188e+02
4.146700000000000000e+04,2.969813156127929688e+01
4.146800000000000000e+04,1.771177291870117188e+01
4.146900000000000000e+04,6.072541046142578125e+01
4.147000000000000000e+04,1.067390518188476562e+02
4.147100000000000000e+04,9.975269317626953125e+01
4.147200000000000000e+04,1.976632690429687500e+01
4.147300000000000000e+04,6.477996826171875000e+01
4.147400000000000000e+04,8.979360961914062500e+01
4.147500000000000000e+04,6.980724334716796875e+01
4.147600000000000000e+04,9.582088470458984375e+01
4.147700000000000000e+04,4.383452606201171875e+01
4.147800000000000000e+04,1.984816360473632812e+01
4.147900000000000000e+04,2.786180114746093750e+01
4.148000000000000000e+04,5.087544250488281250e+01
4.148100000000000000e+04,4.488908386230468750e+01
4.148200000000000000e+04,1.609728050231933594e+01
4.148300000000000000e+04,4.291635894775390625e+01
4.148400000000000000e+04,6.193000030517578125e+01
4.148500000000000000e+04,7.094363403320312500e+01
4.148600000000000000e+04,1.089572830200195312e+02
4.148700000000000000e+04,6.197091674804687500e+01
4.148800000000000000e+04,1.239845504760742188e+02
4.148900000000000000e+04,1.419981994628906250e+02
4.149000000000000000e+04,6.501183319091796875e+01
4.149100000000000000e+04,1.010254745483398438e+02
4.149200000000000000e+04,9.003910827636718750e+01
4.149300000000000000e+04,4.605274963378906250e+01
4.149400000000000000e+04,7.306639099121093750e+01
4.149500000000000000e+04,4.608002471923828125e+01
4.149600000000000000e+04,5.309366607666015625e+01
4.149700000000000000e+04,5.910730743408203125e+01
4.149800000000000000e+04,1.412094497680664062e+01
4.149900000000000000e+04,6.813458251953125000e+01
4.150000000000000000e+04,6.214822387695312500e+01
4.150100000000000000e+04,6.838138580322265625e+00
4.150200000000000000e+04,2.817550277709960938e+01
4.150300000000000000e+04,5.518914031982421875e+01
4.150400000000000000e+04,4.320278167724609375e+01
4.150500000000000000e+04,7.721641540527343750e+01
4.150600000000000000e+04,7.723005676269531250e+01
4.150700000000000000e+04,5.424369812011718750e+01
4.150800000000000000e+04,9.225733184814453125e+01
4.150900000000000000e+04,9.127097320556640625e+01
4.151000000000000000e+04,9.928461456298828125e+01
4.151100000000000000e+04,7.829825592041015625e+01
4.151200000000000000e+04,4.431188964843750000e+01
4.151300000000000000e+04,1.013255233764648438e+02
4.151400000000000000e+04,1.003391647338867188e+02
4.151500000000000000e+04,9.035280609130859375e+01
4.151600000000000000e+04,6.836644744873046875e+01
4.151700000000000000e+04,5.938008880615234375e+01
4.151800000000000000e+04,1.143937301635742188e+02
4.151900000000000000e+04,7.240736389160156250e+01
4.152000000000000000e+04,2.642100524902343750e+01
4.152100000000000000e+04,3.343464660644531250e+01
4.152200000000000000e+04,1.644828414916992188e+01
4.152300000000000000e+04,4.346192169189453125e+01
4.152400000000000000e+04,9.647556304931640625e+01
4.152500000000000000e+04,6.848919677734375000e+01
4.152600000000000000e+04,4.450283813476562500e+01
4.152700000000000000e+04,7.651647949218750000e+01
4.152800000000000000e+04,7.353011322021484375e+01
4.152900000000000000e+04,7.954375457763671875e+01
4.153000000000000000e+04,7.355739593505859375e+01
4.153100000000000000e+04,3.957103729248046875e+01
4.153200000000000000e+04,4.458467102050781250e+01
4.153300000000000000e+04,8.959831237792968750e+01
4.153400000000000000e+04,1.176119461059570312e+02
4.153500000000000000e+04,6.862558746337890625e+01
4.153600000000000000e+04,3.363922882080078125e+01
4.153700000000000000e+04,8.965287017822265625e+01
4.153800000000000000e+04,9.866651153564453125e+01
4.153900000000000000e+04,3.268014526367187500e+01
4.154000000000000000e+04,7.769378662109375000e+01
4.154100000000000000e+04,1.067074203491210938e+02
4.154200000000000000e+04,4.672106170654296875e+01
4.154300000000000000e+04,8.173470306396484375e+01
4.154400000000000000e+04,8.474834442138671875e+01
4.154500000000000000e+04,4.376197814941406250e+01
4.154600000000000000e+04,5.877561950683593750e+01
4.154700000000000000e+04,4.478926086425781250e+01
4.154800000000000000e+04,6.780290222167968750e+01
4.154900000000000000e+04,1.518165283203125000e+02
4.155000000000000000e+04,1.058301773071289062e+02
4.155100000000000000e+04,2.484381484985351562e+01
4.155200000000000000e+04,7.385745239257812500e+01
4.155300000000000000e+04,6.987109375000000000e+01
4.155400000000000000e+04,6.988473510742187500e+01
4.155500000000000000e+04,9.289836883544921875e+01
4.155600000000000000e+04,3.491201019287109375e+01
4.155700000000000000e+04,2.292565155029296875e+01
4.155800000000000000e+04,3.493929290771484375e+01
4.155900000000000000e+04,1.049529342651367188e+02
4.156000000000000000e+04,8.996656799316406250e+01
4.156100000000000000e+04,1.798020553588867188e+01
4.156200000000000000e+04,1.109938430786132812e+02
4.156300000000000000e+04,7.500748443603515625e+01
4.156400000000000000e+04,3.402112579345703125e+01
4.156500000000000000e+04,1.030347671508789062e+02
4.156600000000000000e+04,8.704840087890625000e+01
4.156700000000000000e+04,1.310620422363281250e+02
4.156800000000000000e+04,1.400756835937500000e+02
4.156900000000000000e+04,1.180893173217773438e+02
4.157000000000000000e+04,1.231029586791992188e+02
4.157100000000000000e+04,6.011660003662109375e+01
4.157200000000000000e+04,6.113023376464843750e+01
4.157300000000000000e+04,8.214387512207031250e+01
4.157400000000000000e+04,1.221575088500976562e+02
4.157500000000000000e+04,1.221711502075195312e+02
4.157600000000000000e+04,2.218479156494140625e+01
4.157700000000000000e+04,6.119843292236328125e+01
4.157800000000000000e+04,8.221207427978515625e+01
4.157900000000000000e+04,4.122570800781250000e+01
4.158000000000000000e+04,6.023934936523437500e+01
4.158100000000000000e+04,1.252986907958984375e+00
4.158200000000000000e+04,7.333736419677734375e-01
4.158300000000000000e+04,6.728026580810546875e+01
4.158400000000000000e+04,5.529390716552734375e+01
4.158500000000000000e+04,1.730754470825195312e+01
4.158600000000000000e+04,4.832118225097656250e+01
4.158700000000000000e+04,8.533482360839843750e+01
4.158800000000000000e+04,5.534846496582031250e+01
4.158900000000000000e+04,6.436209869384765625e+01
4.159000000000000000e+04,5.337574005126953125e+01
4.159100000000000000e+04,1.561062049865722656e+01
4.159200000000000000e+04,2.540301895141601562e+01
4.159300000000000000e+04,6.741665649414062500e+01
4.159400000000000000e+04,1.643029785156250000e+01
4.159500000000000000e+04,3.644393157958984375e+01
4.159600000000000000e+04,4.545757293701171875e+01
4.159700000000000000e+04,3.847121429443359375e+01
4.159800000000000000e+04,6.248485565185546875e+01
4.159900000000000000e+04,3.501508712768554688e+00
4.160000000000000000e+04,1.048786926269531250e+01
4.160100000000000000e+04,1.152576828002929688e+01
4.160200000000000000e+04,6.460590362548828125e+00
4.160300000000000000e+04,3.555304718017578125e+01
4.160400000000000000e+04,2.556668853759765625e+01
4.160500000000000000e+04,4.580326080322265625e+00
4.160600000000000000e+04,3.459396362304687500e+01
4.160700000000000000e+04,3.660760498046875000e+01
4.160800000000000000e+04,8.062124633789062500e+01
4.160900000000000000e+04,1.166348800659179688e+02
4.161000000000000000e+04,4.464852142333984375e+01
4.161100000000000000e+04,5.662158966064453125e+00
4.161200000000000000e+04,1.867580032348632812e+01
4.161300000000000000e+04,2.968943786621093750e+01
4.161400000000000000e+04,5.470307922363281250e+01
4.161500000000000000e+04,3.071671676635742188e+01
4.161600000000000000e+04,1.226964378356933594e+01
4.161700000000000000e+04,1.825600433349609375e+01
4.161800000000000000e+04,1.757633209228515625e+00
4.161900000000000000e+04,7.771274566650390625e+00
4.162000000000000000e+04,5.721508789062500000e+01
4.162100000000000000e+04,6.720144653320312500e+01
4.162200000000000000e+04,6.812191009521484375e+00
4.162300000000000000e+04,1.317417144775390625e+01
4.162400000000000000e+04,6.116053009033203125e+01
4.162500000000000000e+04,2.214689254760742188e+01
4.162600000000000000e+04,2.186674499511718750e+01
4.162700000000000000e+04,2.888038635253906250e+01
4.162800000000000000e+04,2.589402389526367188e+01
4.162900000000000000e+04,8.092336654663085938e+00
4.163000000000000000e+04,4.207869720458984375e+01
4.163100000000000000e+04,1.406505775451660156e+01
4.163200000000000000e+04,3.494857788085937500e+01
4.163300000000000000e+04,4.696221923828125000e+01
4.163400000000000000e+04,1.697586059570312500e+01
4.163500000000000000e+04,6.010501861572265625e+00
4.163600000000000000e+04,1.599686241149902344e+01
4.163700000000000000e+04,2.798322296142578125e+01
4.163800000000000000e+04,4.396958541870117188e+01
4.163900000000000000e+04,3.795594406127929688e+01
4.164000000000000000e+04,2.405769348144531250e+01
4.164100000000000000e+04,3.107133102416992188e+01
4.164200000000000000e+04,8.915027618408203125e+00
4.164300000000000000e+04,1.190138816833496094e+01
4.164400000000000000e+04,3.112251281738281250e+00
4.164500000000000000e+04,3.874111175537109375e+00
4.164600000000000000e+04,1.086047172546386719e+01
4.164700000000000000e+04,2.815316772460937500e+01
4.164800000000000000e+04,2.883319282531738281e+01
4.164900000000000000e+04,4.381955337524414062e+01
4.165000000000000000e+04,5.319408416748046875e+01
4.165100000000000000e+04,2.320772171020507812e+01
4.165200000000000000e+04,1.722136306762695312e+01
4.165300000000000000e+04,4.323500061035156250e+01
4.165400000000000000e+04,2.124864196777343750e+01
4.165500000000000000e+04,2.026227951049804688e+01
4.165600000000000000e+04,2.372408103942871094e+01
4.165700000000000000e+04,3.289558410644531250e+00
4.165800000000000000e+04,3.830319976806640625e+01
4.165900000000000000e+04,2.268316268920898438e+01
4.166000000000000000e+04,1.566952514648437500e+01
4.166100000000000000e+04,2.434411621093750000e+01
4.166200000000000000e+04,6.357753753662109375e+00
4.166300000000000000e+04,1.137139129638671875e+01
4.166400000000000000e+04,1.638503265380859375e+01
4.166500000000000000e+04,1.660132980346679688e+01
4.166600000000000000e+04,5.241230773925781250e+01
4.166700000000000000e+04,8.042594909667968750e+01
4.166800000000000000e+04,2.143958663940429688e+01
4.166900000000000000e+04,6.945322418212890625e+01
4.167000000000000000e+04,6.846686553955078125e+01
4.167100000000000000e+04,3.248050689697265625e+01
4.167200000000000000e+04,8.349414062500000000e+01
4.167300000000000000e+04,5.750778198242187500e+01
4.167400000000000000e+04,2.052142333984375000e+01
4.167500000000000000e+04,4.953506469726562500e+01
4.167600000000000000e+04,3.754869842529296875e+01
4.167700000000000000e+04,4.256233978271484375e+01
4.167800000000000000e+04,6.257598114013671875e+01
4.167900000000000000e+04,2.758961868286132812e+01
4.168000000000000000e+04,1.239674377441406250e+01
4.168100000000000000e+04,1.138310432434082031e+01
4.168200000000000000e+04,4.663053131103515625e+01
